ID ,,  Year  ,       Award      ,Winner,      Name           Film        
435 , 1949 , Actor in a Leading Role , 0 , John Wayne , Sands of Iwo Jima
440 , 1949 , Actress in a Leading Role , 0 , Jeanne Crain , Pinky
429 , 1949 , Actor in a Supporting Role , 1 , Dean Jagger , Twelve O'Clock High
443 , 1949 , Actress in a Leading Role , 0 , Loretta Young , Come to the Stable
434 , 1949 , Actor in a Leading Role , 0 , Richard Todd , The Hasty Heart
456 , 1950 , Actor in a Supporting Role , 0 , Jeff Chandler , Broken Arrow
453 , 1950 , Actor in a Leading Role , 0 , William Holden , Sunset Blvd.
463 , 1950 , Actress in a Leading Role , 0 , Gloria Swanson , Sunset Blvd.
466 , 1950 , Actress in a Supporting Role , 0 , Nancy Olson , Sunset Blvd.
452 , 1950 , Actor in a Leading Role , 0 , Louis Calhern , The Magnificent Yankee
450 , 1950 , Actress in a Leading Role , 1 , Judy Holliday , Born Yesterday
462 , 1950 , Actress in a Leading Role , 0 , Eleanor Parker , Caged
467 , 1950 , Actress in a Supporting Role , 0 , Thelma Ritter , All about Eve
458 , 1950 , Actor in a Supporting Role , 0 , Sam Jaffe , The Asphalt Jungle
457 , 1950 , Actor in a Supporting Role , 0 , Edmund Gwenn , Mister 880
449 , 1950 , Actor in a Supporting Role , 1 , George Sanders , All about Eve
460 , 1950 , Actress in a Leading Role , 0 , Anne Baxter , All about Eve
461 , 1950 , Actress in a Leading Role , 0 , Bette Davis , All about Eve
454 , 1950 , Actor in a Leading Role , 0 , James Stewart , Harvey
451 , 1950 , Actress in a Supporting Role , 1 , Josephine Hull , Harvey
459 , 1950 , Actor in a Supporting Role , 0 , Erich von Stroheim , Sunset Blvd.
448 , 1950 , Actor in a Leading Role , 1 , Josí© Ferrer , Cyrano de Bergerac
465 , 1950 , Actress in a Supporting Role , 0 , Celeste Holm , All about Eve
455 , 1950 , Actor in a Leading Role , 0 , Spencer Tracy , Father of the Bride
464 , 1950 , Actress in a Supporting Role , 0 , Hope Emerson , Caged
470 , 1951 , Actress in a Leading Role , 1 , Vivien Leigh , A Streetcar Named Desire
472 , 1951 , Actor in a Leading Role , 0 , Marlon Brando , A Streetcar Named Desire
487 , 1951 , Actress in a Supporting Role , 0 , Thelma Ritter , The Mating Season
475 , 1951 , Actor in a Leading Role , 0 , Fredric March , Death of a Salesman
469 , 1951 , Actor in a Supporting Role , 1 , Karl Malden , A Streetcar Named Desire
480 , 1951 , Actress in a Leading Role , 0 , Katharine Hepburn , The African Queen
479 , 1951 , Actor in a Supporting Role , 0 , Gig Young , Come Fill the Cup
482 , 1951 , Actress in a Leading Role , 0 , Shelley Winters , A Place in the Sun
471 , 1951 , Actress in a Supporting Role , 1 , Kim Hunter , A Streetcar Named Desire
477 , 1951 , Actor in a Supporting Role , 0 , Kevin McCarthy , Death of a Salesman
474 , 1951 , Actor in a Leading Role , 0 , Arthur Kennedy , Bright Victory
481 , 1951 , Actress in a Leading Role , 0 , Eleanor Parker , Detective Story
476 , 1951 , Actor in a Supporting Role , 0 , Leo Genn , Quo Vadis
483 , 1951 , Actress in a Leading Role , 0 , Jane Wyman , The Blue Veil
473 , 1951 , Actor in a Leading Role , 0 , Montgomery Clift , A Place in the Sun
486 , 1951 , Actress in a Supporting Role , 0 , Lee Grant , Detective Story
485 , 1951 , Actress in a Supporting Role , 0 , Mildred Dunnock , Death of a Salesman
484 , 1951 , Actress in a Supporting Role , 0 , Joan Blondell , The Blue Veil
478 , 1951 , Actor in a Supporting Role , 0 , Peter Ustinov , Quo Vadis
468 , 1951 , Actor in a Leading Role , 1 , Humphrey Bogart , The African Queen
507 , 1952 , Actress in a Supporting Role , 0 , Thelma Ritter , With a Song in My Heart
492 , 1952 , Actor in a Leading Role , 0 , Marlon Brando , Viva Zapata!
495 , 1952 , Actor in a Leading Role , 0 , Alec Guinness , The Lavender Hill Mob
498 , 1952 , Actor in a Supporting Role , 0 , Victor McLaglen , The Quiet Man
494 , 1952 , Actor in a Leading Role , 0 , Josí© Ferrer , Moulin Rouge
500 , 1952 , Actress in a Leading Role , 0 , Joan Crawford , Sudden Fear
502 , 1952 , Actress in a Leading Role , 0 , Julie Harris , The Member of the Wedding
488 , 1952 , Actor in a Leading Role , 1 , Gary Cooper , High Noon
497 , 1952 , Actor in a Supporting Role , 0 , Arthur Hunnicutt , The Big Sky
490 , 1952 , Actress in a Leading Role , 1 , Shirley Booth , "Come Back, Little Sheba"
491 , 1952 , Actress in a Supporting Role , 1 , Gloria Grahame , The Bad and the Beautiful
493 , 1952 , Actor in a Leading Role , 0 , Kirk Douglas , The Bad and the Beautiful
496 , 1952 , Actor in a Supporting Role , 0 , Richard Burton , My Cousin Rachel
503 , 1952 , Actress in a Leading Role , 0 , Susan Hayward , With a Song in My Heart
499 , 1952 , Actor in a Supporting Role , 0 , Jack Palance , Sudden Fear
501 , 1952 , Actress in a Leading Role , 0 , Bette Davis , The Star
489 , 1952 , Actor in a Supporting Role , 1 , Anthony Quinn , Viva Zapata!
506 , 1952 , Actress in a Supporting Role , 0 , Terry Moore , "Come Back, Little Sheba"
504 , 1952 , Actress in a Supporting Role , 0 , Jean Hagen , Singin' in the Rain
505 , 1952 , Actress in a Supporting Role , 0 , Colette Marchand , Moulin Rouge
526 , 1953 , Actress in a Supporting Role , 0 , Marjorie Rambeau , Torch Song
522 , 1953 , Actress in a Leading Role , 0 , Deborah Kerr , From Here to Eternity
527 , 1953 , Actress in a Supporting Role , 0 , Thelma Ritter , Pickup on South Street
516 , 1953 , Actor in a Supporting Role , 0 , Eddie Albert , Roman Holiday
518 , 1953 , Actor in a Supporting Role , 0 , Jack Palance , Shane
513 , 1953 , Actor in a Leading Role , 0 , Richard Burton , The Robe
517 , 1953 , Actor in a Supporting Role , 0 , Brandon De Wilde , Shane
515 , 1953 , Actor in a Leading Role , 0 , Burt Lancaster , From Here to Eternity
509 , 1953 , Actor in a Supporting Role , 1 , Frank Sinatra , From Here to Eternity
521 , 1953 , Actress in a Leading Role , 0 , Ava Gardner , Mogambo
524 , 1953 , Actress in a Supporting Role , 0 , Grace Kelly , Mogambo
520 , 1953 , Actress in a Leading Role , 0 , Leslie Caron , Lili
512 , 1953 , Actor in a Leading Role , 0 , Marlon Brando , Julius Caesar
523 , 1953 , Actress in a Leading Role , 0 , Maggie McNamara , The Moon Is Blue
525 , 1953 , Actress in a Supporting Role , 0 , Geraldine Page , Hondo
508 , 1953 , Actor in a Leading Role , 1 , William Holden , Stalag 17
511 , 1953 , Actress in a Supporting Role , 1 , Donna Reed , From Here to Eternity
514 , 1953 , Actor in a Leading Role , 0 , Montgomery Clift , From Here to Eternity
519 , 1953 , Actor in a Supporting Role , 0 , Robert Strauss , Stalag 17
510 , 1953 , Actress in a Leading Role , 1 , Audrey Hepburn , Roman Holiday
544 , 1954 , Actress in a Supporting Role , 0 , Nina Foch , Executive Suite
537 , 1954 , Actor in a Supporting Role , 0 , Karl Malden , On the Waterfront
535 , 1954 , Actor in a Leading Role , 0 , Dan O'Herlihy , Adventures of Robinson Crusoe
533 , 1954 , Actor in a Leading Role , 0 , Bing Crosby , The Country Girl
534 , 1954 , Actor in a Leading Role , 0 , James Mason , A Star Is Born
531 , 1954 , Actress in a Supporting Role , 1 , Eva Marie Saint , On the Waterfront
529 , 1954 , Actor in a Supporting Role , 1 , Edmond O'Brien , The Barefoot Contessa
536 , 1954 , Actor in a Supporting Role , 0 , Lee J. Cobb , On the Waterfront
532 , 1954 , Actor in a Leading Role , 0 , Humphrey Bogart , The Caine Mutiny
543 , 1954 , Actress in a Leading Role , 0 , Jane Wyman , Magnificent Obsession
538 , 1954 , Actor in a Supporting Role , 0 , Rod Steiger , On the Waterfront
540 , 1954 , Actress in a Leading Role , 0 , Dorothy Dandridge , Carmen Jones
547 , 1954 , Actress in a Supporting Role , 0 , Claire Trevor , The High and the Mighty
546 , 1954 , Actress in a Supporting Role , 0 , Jan Sterling , The High and the Mighty
545 , 1954 , Actress in a Supporting Role , 0 , Katy Jurado , Broken Lance
541 , 1954 , Actress in a Leading Role , 0 , Judy Garland , A Star Is Born
542 , 1954 , Actress in a Leading Role , 0 , Audrey Hepburn , Sabrina
530 , 1954 , Actress in a Leading Role , 1 , Grace Kelly , The Country Girl
539 , 1954 , Actor in a Supporting Role , 0 , Tom Tully , The Caine Mutiny
528 , 1954 , Actor in a Leading Role , 1 , Marlon Brando , On the Waterfront
558 , 1955 , Actor in a Supporting Role , 0 , Sal Mineo , Rebel without a Cause
567 , 1955 , Actress in a Supporting Role , 0 , Natalie Wood , Rebel without a Cause
549 , 1955 , Actor in a Supporting Role , 1 , Jack Lemmon , Mister Roberts
554 , 1955 , Actor in a Leading Role , 0 , Frank Sinatra , The Man with the Golden Arm
552 , 1955 , Actor in a Leading Role , 0 , James Cagney , Love Me or Leave Me
560 , 1955 , Actress in a Leading Role , 0 , Susan Hayward , I'll Cry Tomorrow
551 , 1955 , Actress in a Supporting Role , 1 , Jo Van Fleet , East of Eden
561 , 1955 , Actress in a Leading Role , 0 , Katharine Hepburn , Summertime
565 , 1955 , Actress in a Supporting Role , 0 , Peggy Lee , Pete Kelly's Blues
556 , 1955 , Actor in a Supporting Role , 0 , Arthur Kennedy , Trial
563 , 1955 , Actress in a Leading Role , 0 , Eleanor Parker , Interrupted Melody
559 , 1955 , Actor in a Supporting Role , 0 , Arthur O'Connell , Picnic
550 , 1955 , Actress in a Leading Role , 1 , Anna Magnani , The Rose Tattoo
562 , 1955 , Actress in a Leading Role , 0 , Jennifer Jones , Love Is a Many-Splendored Thing
564 , 1955 , Actress in a Supporting Role , 0 , Betsy Blair , Marty
566 , 1955 , Actress in a Supporting Role , 0 , Marisa Pavan , The Rose Tattoo
555 , 1955 , Actor in a Leading Role , 0 , Spencer Tracy , Bad Day at Black Rock
548 , 1955 , Actor in a Leading Role , 1 , Ernest Borgnine , Marty
553 , 1955 , Actor in a Leading Role , 0 , James Dean , East of Eden
557 , 1955 , Actor in a Supporting Role , 0 , Joe Mantell , Marty
573 , 1956 , Actor in a Leading Role , 0 , Kirk Douglas , Lust for Life
584 , 1956 , Actress in a Supporting Role , 0 , Mildred Dunnock , Baby Doll
572 , 1956 , Actor in a Leading Role , 0 , James Dean , Giant
578 , 1956 , Actor in a Supporting Role , 0 , Mickey Rooney , The Bold and the Brave
581 , 1956 , Actress in a Leading Role , 0 , Katharine Hepburn , The Rainmaker
570 , 1956 , Actress in a Leading Role , 1 , Ingrid Bergman , Anastasia
586 , 1956 , Actress in a Supporting Role , 0 , Mercedes McCambridge , Giant
568 , 1956 , Actor in a Leading Role , 1 , Yul Brynner , The King and I
571 , 1956 , Actress in a Supporting Role , 1 , Dorothy Malone , Written on the Wind
575 , 1956 , Actor in a Leading Role , 0 , Sir Laurence Olivier , Richard III
585 , 1956 , Actress in a Supporting Role , 0 , Eileen Heckart , The Bad Seed
569 , 1956 , Actor in a Supporting Role , 1 , Anthony Quinn , Lust for Life
574 , 1956 , Actor in a Leading Role , 0 , Rock Hudson , Giant
587 , 1956 , Actress in a Supporting Role , 0 , Patty McCormack , The Bad Seed
579 , 1956 , Actor in a Supporting Role , 0 , Robert Stack , Written on the Wind
577 , 1956 , Actor in a Supporting Role , 0 , Anthony Perkins , Friendly Persuasion
576 , 1956 , Actor in a Supporting Role , 0 , Don Murray , Bus Stop
583 , 1956 , Actress in a Leading Role , 0 , Deborah Kerr , The King and I
582 , 1956 , Actress in a Leading Role , 0 , Nancy Kelly , The Bad Seed
580 , 1956 , Actress in a Leading Role , 0 , Carroll Baker , Baby Doll
594 , 1957 , Actor in a Leading Role , 0 , Charles Laughton , Witness for the Prosecution
600 , 1957 , Actress in a Leading Role , 0 , Deborah Kerr , "Heaven Knows, Mr. Allison"
597 , 1957 , Actor in a Supporting Role , 0 , Sessue Hayakawa , The Bridge on the River Kwai
589 , 1957 , Actor in a Supporting Role , 1 , Red Buttons , Sayonara
588 , 1957 , Actor in a Leading Role , 1 , Alec Guinness , The Bridge on the River Kwai
599 , 1957 , Actor in a Supporting Role , 0 , Russ Tamblyn , Peyton Place
592 , 1957 , Actor in a Leading Role , 0 , Marlon Brando , Sayonara
601 , 1957 , Actress in a Leading Role , 0 , Anna Magnani , Wild Is the Wind
593 , 1957 , Actor in a Leading Role , 0 , Anthony Franciosa , A Hatful of Rain
596 , 1957 , Actor in a Supporting Role , 0 , Vittorio De Sica , A Farewell to Arms
603 , 1957 , Actress in a Leading Role , 0 , Lana Turner , Peyton Place
598 , 1957 , Actor in a Supporting Role , 0 , Arthur Kennedy , Peyton Place
604 , 1957 , Actress in a Supporting Role , 0 , Carolyn Jones , The Bachelor Party
591 , 1957 , Actress in a Supporting Role , 1 , Miyoshi Umeki , Sayonara
607 , 1957 , Actress in a Supporting Role , 0 , Diane Varsi , Peyton Place
595 , 1957 , Actor in a Leading Role , 0 , Anthony Quinn , Wild Is the Wind
590 , 1957 , Actress in a Leading Role , 1 , Joanne Woodward , The Three Faces of Eve
605 , 1957 , Actress in a Supporting Role , 0 , Elsa Lanchester , Witness for the Prosecution
606 , 1957 , Actress in a Supporting Role , 0 , Hope Lange , Peyton Place
602 , 1957 , Actress in a Leading Role , 0 , Elizabeth Taylor , Raintree County
617 , 1958 , Actor in a Supporting Role , 0 , Lee J. Cobb , The Brothers Karamazov
623 , 1958 , Actress in a Leading Role , 0 , Elizabeth Taylor , Cat on a Hot Tin Roof
611 , 1958 , Actress in a Supporting Role , 1 , Wendy Hiller , Separate Tables
608 , 1958 , Actor in a Leading Role , 1 , David Niven , Separate Tables
624 , 1958 , Actress in a Supporting Role , 0 , Peggy Cass , Auntie Mame
621 , 1958 , Actress in a Leading Role , 0 , Shirley MacLaine , Some Came Running
612 , 1958 , Actor in a Leading Role , 0 , Tony Curtis , The Defiant Ones
618 , 1958 , Actor in a Supporting Role , 0 , Arthur Kennedy , Some Came Running
626 , 1958 , Actress in a Supporting Role , 0 , Maureen Stapleton , Lonelyhearts
619 , 1958 , Actor in a Supporting Role , 0 , Gig Young , Teacher's Pet
620 , 1958 , Actress in a Leading Role , 0 , Deborah Kerr , Separate Tables
613 , 1958 , Actor in a Leading Role , 0 , Paul Newman , Cat on a Hot Tin Roof
622 , 1958 , Actress in a Leading Role , 0 , Rosalind Russell , Auntie Mame
625 , 1958 , Actress in a Supporting Role , 0 , Martha Hyer , Some Came Running
615 , 1958 , Actor in a Leading Role , 0 , Spencer Tracy , The Old Man and the Sea
627 , 1958 , Actress in a Supporting Role , 0 , Cara Williams , The Defiant Ones
610 , 1958 , Actress in a Leading Role , 1 , Susan Hayward , I Want to Live!
614 , 1958 , Actor in a Leading Role , 0 , Sidney Poitier , The Defiant Ones
609 , 1958 , Actor in a Supporting Role , 1 , Burl Ives , The Big Country
616 , 1958 , Actor in a Supporting Role , 0 , Theodore Bikel , The Defiant Ones
647 , 1959 , Actress in a Supporting Role , 0 , Thelma Ritter , Pillow Talk
631 , 1959 , Actress in a Supporting Role , 1 , Shelley Winters , The Diary of Anne Frank
633 , 1959 , Actor in a Leading Role , 0 , Jack Lemmon , Some Like It Hot
642 , 1959 , Actress in a Leading Role , 0 , Katharine Hepburn , "Suddenly, Last Summer"
643 , 1959 , Actress in a Leading Role , 0 , Elizabeth Taylor , "Suddenly, Last Summer"
635 , 1959 , Actor in a Leading Role , 0 , James Stewart , Anatomy of a Murder
646 , 1959 , Actress in a Supporting Role , 0 , Juanita Moore , Imitation of Life
640 , 1959 , Actress in a Leading Role , 0 , Doris Day , Pillow Talk
630 , 1959 , Actress in a Leading Role , 1 , Simone Signoret , Room at the Top
636 , 1959 , Actor in a Supporting Role , 0 , Arthur O'Connell , Anatomy of a Murder
641 , 1959 , Actress in a Leading Role , 0 , Audrey Hepburn , The Nun's Story
634 , 1959 , Actor in a Leading Role , 0 , Paul Muni , The Last Angry Man
629 , 1959 , Actor in a Supporting Role , 1 , Hugh Griffith , Ben-Hur
628 , 1959 , Actor in a Leading Role , 1 , Charlton Heston , Ben-Hur
632 , 1959 , Actor in a Leading Role , 0 , Laurence Harvey , Room at the Top
644 , 1959 , Actress in a Supporting Role , 0 , Hermione Baddeley , Room at the Top
639 , 1959 , Actor in a Supporting Role , 0 , Ed Wynn , The Diary of Anne Frank
638 , 1959 , Actor in a Supporting Role , 0 , Robert Vaughn , The Young Philadelphians
645 , 1959 , Actress in a Supporting Role , 0 , Susan Kohner , Imitation of Life
637 , 1959 , Actor in a Supporting Role , 0 , George C. Scott , Anatomy of a Murder
655 , 1960 , Actor in a Leading Role , 0 , Spencer Tracy , Inherit the Wind
653 , 1960 , Actor in a Leading Role , 0 , Jack Lemmon , The Apartment
657 , 1960 , Actor in a Supporting Role , 0 , Jack Kruschen , The Apartment
652 , 1960 , Actor in a Leading Role , 0 , Trevor Howard , Sons and Lovers
661 , 1960 , Actress in a Leading Role , 0 , Deborah Kerr , The Sundowners
658 , 1960 , Actor in a Supporting Role , 0 , Sal Mineo , Exodus
664 , 1960 , Actress in a Supporting Role , 0 , Glynis Johns , The Sundowners
666 , 1960 , Actress in a Supporting Role , 0 , Janet Leigh , Psycho
660 , 1960 , Actress in a Leading Role , 0 , Greer Garson , Sunrise at Campobello
659 , 1960 , Actor in a Supporting Role , 0 , Chill Wills , The Alamo
649 , 1960 , Actor in a Supporting Role , 1 , Peter Ustinov , Spartacus
656 , 1960 , Actor in a Supporting Role , 0 , Peter Falk , "Murder, Inc."
654 , 1960 , Actor in a Leading Role , 0 , Laurence Olivier , The Entertainer
662 , 1960 , Actress in a Leading Role , 0 , Shirley MacLaine , The Apartment
648 , 1960 , Actor in a Leading Role , 1 , Burt Lancaster , Elmer Gantry
650 , 1960 , Actress in a Leading Role , 1 , Elizabeth Taylor , Butterfield 8
663 , 1960 , Actress in a Leading Role , 0 , Melina Mercouri , Never on Sunday
665 , 1960 , Actress in a Supporting Role , 0 , Shirley Knight , The Dark at the Top of the Stairs
667 , 1960 , Actress in a Supporting Role , 0 , Mary Ure , Sons and Lovers
651 , 1960 , Actress in a Supporting Role , 1 , Shirley Jones , Elmer Gantry
682 , 1961 , Actress in a Leading Role , 0 , Geraldine Page , Summer and Smoke
676 , 1961 , Actor in a Supporting Role , 0 , Montgomery Clift , Judgment at Nuremberg
677 , 1961 , Actor in a Supporting Role , 0 , Peter Falk , Pocketful of Miracles
678 , 1961 , Actor in a Supporting Role , 0 , Jackie Gleason , The Hustler
680 , 1961 , Actress in a Leading Role , 0 , Audrey Hepburn , Breakfast at Tiffany's
674 , 1961 , Actor in a Leading Role , 0 , Spencer Tracy , Judgment at Nuremberg
684 , 1961 , Actress in a Supporting Role , 0 , Fay Bainter , The Children's Hour
670 , 1961 , Actress in a Leading Role , 1 , Sophia Loren , Two Women
679 , 1961 , Actor in a Supporting Role , 0 , George C. Scott , The Hustler
669 , 1961 , Actor in a Supporting Role , 1 , George Chakiris , West Side Story
683 , 1961 , Actress in a Leading Role , 0 , Natalie Wood , Splendor in the Grass
685 , 1961 , Actress in a Supporting Role , 0 , Judy Garland , Judgment at Nuremberg
675 , 1961 , Actor in a Leading Role , 0 , Stuart Whitman , The Mark
673 , 1961 , Actor in a Leading Role , 0 , Paul Newman , The Hustler
681 , 1961 , Actress in a Leading Role , 0 , Piper Laurie , The Hustler
668 , 1961 , Actor in a Leading Role , 1 , Maximilian Schell , Judgment at Nuremberg
686 , 1961 , Actress in a Supporting Role , 0 , Lotte Lenya , The Roman Spring of Mrs. Stone
687 , 1961 , Actress in a Supporting Role , 0 , Una Merkel , Summer and Smoke
672 , 1961 , Actor in a Leading Role , 0 , Charles Boyer , Fanny
671 , 1961 , Actress in a Supporting Role , 1 , Rita Moreno , West Side Story
697 , 1962 , Actor in a Supporting Role , 0 , Telly Savalas , Birdman of Alcatraz
690 , 1962 , Actress in a Leading Role , 1 , Anne Bancroft , The Miracle Worker
694 , 1962 , Actor in a Leading Role , 0 , Marcello Mastroianni , Divorce--Italian Style
707 , 1962 , Actress in a Supporting Role , 0 , Thelma Ritter , Birdman of Alcatraz
699 , 1962 , Actor in a Supporting Role , 0 , Terence Stamp , Billy Budd
701 , 1962 , Actress in a Leading Role , 0 , Katharine Hepburn , Long Day's Journey into Night
706 , 1962 , Actress in a Supporting Role , 0 , Angela Lansbury , The Manchurian Candidate
688 , 1962 , Actor in a Leading Role , 1 , Gregory Peck , To Kill a Mockingbird
705 , 1962 , Actress in a Supporting Role , 0 , Shirley Knight , Sweet Bird of Youth
703 , 1962 , Actress in a Leading Role , 0 , Lee Remick , Days of Wine and Roses
689 , 1962 , Actor in a Supporting Role , 1 , Ed Begley , Sweet Bird of Youth
696 , 1962 , Actor in a Supporting Role , 0 , Victor Buono , What Ever Happened to Baby Jane?
702 , 1962 , Actress in a Leading Role , 0 , Geraldine Page , Sweet Bird of Youth
692 , 1962 , Actor in a Leading Role , 0 , Burt Lancaster , Birdman of Alcatraz
704 , 1962 , Actress in a Supporting Role , 0 , Mary Badham , To Kill a Mockingbird
700 , 1962 , Actress in a Leading Role , 0 , Bette Davis , What Ever Happened to Baby Jane?
695 , 1962 , Actor in a Leading Role , 0 , Peter O'Toole , Lawrence of Arabia
693 , 1962 , Actor in a Leading Role , 0 , Jack Lemmon , Days of Wine and Roses
691 , 1962 , Actress in a Supporting Role , 1 , Patty Duke , The Miracle Worker
698 , 1962 , Actor in a Supporting Role , 0 , Omar Sharif , Lawrence of Arabia
708 , 1963 , Actor in a Leading Role , 1 , Sidney Poitier , Lilies of the Field
721 , 1963 , Actress in a Leading Role , 0 , Shirley MacLaine , Irma La Douce
710 , 1963 , Actress in a Leading Role , 1 , Patricia Neal , Hud
716 , 1963 , Actor in a Supporting Role , 0 , Nick Adams , Twilight of Honor
723 , 1963 , Actress in a Leading Role , 0 , Natalie Wood , Love with the Proper Stranger
715 , 1963 , Actor in a Leading Role , 0 , Paul Newman , Hud
718 , 1963 , Actor in a Supporting Role , 0 , Hugh Griffith , Tom Jones
717 , 1963 , Actor in a Supporting Role , 0 , Bobby Darin , "Captain Newman, M.D."
712 , 1963 , Actor in a Leading Role , 0 , Albert Finney , Tom Jones
709 , 1963 , Actor in a Supporting Role , 1 , Melvyn Douglas , Hud
719 , 1963 , Actor in a Supporting Role , 0 , John Huston , The Cardinal
711 , 1963 , Actress in a Supporting Role , 1 , Margaret Rutherford , The V.I.P.s
720 , 1963 , Actress in a Leading Role , 0 , Leslie Caron , The L-Shaped Room
725 , 1963 , Actress in a Supporting Role , 0 , Dame Edith Evans , Tom Jones
726 , 1963 , Actress in a Supporting Role , 0 , Joyce Redman , Tom Jones
727 , 1963 , Actress in a Supporting Role , 0 , Lilia Skala , Lilies of the Field
722 , 1963 , Actress in a Leading Role , 0 , Rachel Roberts , This Sporting Life
724 , 1963 , Actress in a Supporting Role , 0 , Diane Cilento , Tom Jones
713 , 1963 , Actor in a Leading Role , 0 , Richard Harris , This Sporting Life
714 , 1963 , Actor in a Leading Role , 0 , Rex Harrison , Cleopatra
739 , 1964 , Actor in a Supporting Role , 0 , Lee Tracy , The Best Man
737 , 1964 , Actor in a Supporting Role , 0 , Stanley Holloway , My Fair Lady
731 , 1964 , Actress in a Supporting Role , 1 , Lila Kedrova , Zorba the Greek
741 , 1964 , Actress in a Leading Role , 0 , Sophia Loren , Marriage Italian Style
743 , 1964 , Actress in a Leading Role , 0 , Kim Stanley , Seance on a Wet Afternoon
738 , 1964 , Actor in a Supporting Role , 0 , Edmond O'Brien , Seven Days in May
730 , 1964 , Actress in a Leading Role , 1 , Julie Andrews , Mary Poppins
732 , 1964 , Actor in a Leading Role , 0 , Richard Burton , Becket
728 , 1964 , Actor in a Leading Role , 1 , Rex Harrison , My Fair Lady
746 , 1964 , Actress in a Supporting Role , 0 , Grayson Hall , The Night of the Iguana
729 , 1964 , Actor in a Supporting Role , 1 , Peter Ustinov , Topkapi
742 , 1964 , Actress in a Leading Role , 0 , Debbie Reynolds , The Unsinkable Molly Brown
735 , 1964 , Actor in a Leading Role , 0 , Peter Sellers , Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
740 , 1964 , Actress in a Leading Role , 0 , Anne Bancroft , The Pumpkin Eater
745 , 1964 , Actress in a Supporting Role , 0 , Dame Edith Evans , The Chalk Garden
747 , 1964 , Actress in a Supporting Role , 0 , Agnes Moorehead , "Hush...Hush, Sweet Charlotte"
733 , 1964 , Actor in a Leading Role , 0 , Peter O'Toole , Becket
734 , 1964 , Actor in a Leading Role , 0 , Anthony Quinn , Zorba the Greek
744 , 1964 , Actress in a Supporting Role , 0 , Gladys Cooper , My Fair Lady
736 , 1964 , Actor in a Supporting Role , 0 , John Gielgud , Becket
765 , 1965 , Actress in a Supporting Role , 0 , Joyce Redman , Othello
751 , 1965 , Actress in a Supporting Role , 1 , Shelley Winters , A Patch of Blue
749 , 1965 , Actor in a Supporting Role , 1 , Martin Balsam , A Thousand Clowns
767 , 1965 , Actress in a Supporting Role , 0 , Peggy Wood , The Sound of Music
762 , 1965 , Actress in a Leading Role , 0 , Elizabeth Hartman , A Patch of Blue
763 , 1965 , Actress in a Leading Role , 0 , Simone Signoret , Ship of Fools
748 , 1965 , Actor in a Leading Role , 1 , Lee Marvin , Cat Ballou
755 , 1965 , Actor in a Leading Role , 0 , Oskar Werner , Ship of Fools
758 , 1965 , Actor in a Supporting Role , 0 , Michael Dunn , Ship of Fools
754 , 1965 , Actor in a Leading Role , 0 , Rod Steiger , The Pawnbroker
757 , 1965 , Actor in a Supporting Role , 0 , Tom Courtenay , Doctor Zhivago
752 , 1965 , Actor in a Leading Role , 0 , Richard Burton , The Spy Who Came In from the Cold
753 , 1965 , Actor in a Leading Role , 0 , Laurence Olivier , Othello
760 , 1965 , Actress in a Leading Role , 0 , Julie Andrews , The Sound of Music
750 , 1965 , Actress in a Leading Role , 1 , Julie Christie , Darling
759 , 1965 , Actor in a Supporting Role , 0 , Frank Finlay , Othello
761 , 1965 , Actress in a Leading Role , 0 , Samantha Eggar , The Collector
764 , 1965 , Actress in a Supporting Role , 0 , Ruth Gordon , Inside Daisy Clover
756 , 1965 , Actor in a Supporting Role , 0 , Ian Bannen , The Flight of the Phoenix
766 , 1965 , Actress in a Supporting Role , 0 , Maggie Smith , Othello
769 , 1966 , Actor in a Supporting Role , 1 , Walter Matthau , The Fortune Cookie
784 , 1966 , Actress in a Supporting Role , 0 , Wendy Hiller , A Man for All Seasons
787 , 1966 , Actress in a Supporting Role , 0 , Geraldine Page , You're a Big Boy Now
786 , 1966 , Actress in a Supporting Role , 0 , Vivien Merchant , Alfie
768 , 1966 , Actor in a Leading Role , 1 , Paul Scofield , A Man for All Seasons
778 , 1966 , Actor in a Supporting Role , 0 , George Segal , Who's Afraid of Virginia Woolf?
782 , 1966 , Actress in a Leading Role , 0 , Lynn Redgrave , Georgy Girl
775 , 1966 , Actor in a Leading Role , 0 , Steve McQueen , The Sand Pebbles
774 , 1966 , Actor in a Leading Role , 0 , Michael Caine , Alfie
785 , 1966 , Actress in a Supporting Role , 0 , Jocelyne Lagarde , Hawaii
772 , 1966 , Actor in a Leading Role , 0 , Alan Arkin , The Russians Are Coming The Russians Are Coming
773 , 1966 , Actor in a Leading Role , 0 , Richard Burton , Who's Afraid of Virginia Woolf?
781 , 1966 , Actress in a Leading Role , 0 , Ida Kaminska , The Shop on Main Street
776 , 1966 , Actor in a Supporting Role , 0 , Mako , The Sand Pebbles
780 , 1966 , Actress in a Leading Role , 0 , Anouk Aimee , A Man and a Woman
770 , 1966 , Actress in a Leading Role , 1 , Elizabeth Taylor , Who's Afraid of Virginia Woolf?
779 , 1966 , Actor in a Supporting Role , 0 , Robert Shaw , A Man for All Seasons
783 , 1966 , Actress in a Leading Role , 0 , Vanessa Redgrave , Morgan!
